utterance	output
what is the least expensive fare from baltimore to san francisco leaving on september thirtieth	[IN:ATIS_AIRFARE what is the [SL:COST_RELATIVE least expensive] fare from [SL:FROMLOC.CITY_NAME baltimore] to [SL:TOLOC.CITY_NAME san francisco] leaving on [SL:DEPART_DATE.MONTH_NAME september] [SL:DEPART_DATE.DAY_NUMBER thirtieth]]
on the earliest flight from san francisco to atlanta on delta is a meal being served	[IN:ATIS_FLIGHT on the [SL:FLIGHT_MOD earliest] flight from [SL:FROMLOC.CITY_NAME san francisco] to [SL:TOLOC.CITY_NAME atlanta] on [SL:AIRLINE_NAME delta] is a [SL:MEAL meal] being served]
what is the latest flight from salt lake city to phoenix	[IN:ATIS_FLIGHT what is the [SL:FLIGHT_MOD latest] flight from [SL:FROMLOC.CITY_NAME salt lake city] to [SL:TOLOC.CITY_NAME phoenix]]
what is the latest evening flight leaving san francisco for washington	[IN:ATIS_FLIGHT what is the [SL:FLIGHT_MOD latest] [SL:DEPART_TIME.PERIOD_OF_DAY evening] flight leaving [SL:FROMLOC.CITY_NAME san francisco] for [SL:TOLOC.CITY_NAME washington]]
very well i'm working on scenario three i'm interested in a flight on a 727 from washington dc to atlanta georgia	[IN:ATIS_FLIGHT very well i'm working on scenario three i'm interested in a flight on a [SL:AIRCRAFT_CODE 727] from [SL:FROMLOC.CITY_NAME washington] [SL:FROMLOC.STATE_CODE dc] to [SL:TOLOC.CITY_NAME atlanta] [SL:TOLOC.STATE_NAME georgia]]
show me all flights from san diego to dulles on boeing 767	[IN:ATIS_FLIGHT show me all flights from [SL:FROMLOC.CITY_NAME san diego] to [SL:TOLOC.AIRPORT_NAME dulles] on boeing [SL:AIRCRAFT_CODE 767]]
what are my options for a minneapolis back to indianapolis flight around noontime	[IN:ATIS_FLIGHT what are my options for a [SL:FROMLOC.CITY_NAME minneapolis] back to [SL:TOLOC.CITY_NAME indianapolis] flight [SL:DEPART_TIME.TIME_RELATIVE around] [SL:DEPART_TIME.TIME noontime]]
what flights from new york to los angeles after 10 am	[IN:ATIS_FLIGHT what flights from [SL:FROMLOC.CITY_NAME new york] to [SL:TOLOC.CITY_NAME los angeles] [SL:DEPART_TIME.TIME_RELATIVE after] [SL:DEPART_TIME.TIME 10 am]]
what is the first flight arriving in montreal from toronto friday	[IN:ATIS_FLIGHT what is the [SL:FLIGHT_MOD first] flight arriving in [SL:TOLOC.CITY_NAME montreal] from [SL:FROMLOC.CITY_NAME toronto] [SL:ARRIVE_DATE.DAY_NAME friday]]
show me the flights from pittsburgh to philadelphia	[IN:ATIS_FLIGHT show me the flights from [SL:FROMLOC.CITY_NAME pittsburgh] to [SL:TOLOC.CITY_NAME philadelphia]]
show me the itinerary for the connecting flight from dallas fort worth to san francisco that departs dallas fort worth at 1940	[IN:ATIS_FLIGHT show me the itinerary for the [SL:CONNECT connecting] flight from [SL:FROMLOC.CITY_NAME dallas fort worth] to [SL:TOLOC.CITY_NAME san francisco] that departs [SL:FROMLOC.CITY_NAME dallas fort worth] at [SL:DEPART_TIME.TIME 1940]]
show me ground transportation information for dallas fort worth	[IN:ATIS_GROUND_SERVICE show me ground transportation information for [SL:CITY_NAME dallas fort worth]]
san francisco to boston please with a stopover in denver	[IN:ATIS_FLIGHT [SL:FROMLOC.CITY_NAME san francisco] to [SL:TOLOC.CITY_NAME boston] please with a stopover in [SL:STOPLOC.CITY_NAME denver]]
what's the cheapest flight from pittsburgh to san francisco on friday	[IN:ATIS_FLIGHT what's the [SL:COST_RELATIVE cheapest] flight from [SL:FROMLOC.CITY_NAME pittsburgh] to [SL:TOLOC.CITY_NAME san francisco] on [SL:DEPART_DATE.DAY_NAME friday]]
i'm looking for a flight from pittsburgh to san francisco	[IN:ATIS_FLIGHT i'm looking for a flight from [SL:FROMLOC.CITY_NAME pittsburgh] to [SL:TOLOC.CITY_NAME san francisco]]
flight information between washington and denver on september third	[IN:ATIS_FLIGHT flight information between [SL:FROMLOC.CITY_NAME washington] and [SL:TOLOC.CITY_NAME denver] on [SL:DEPART_DATE.MONTH_NAME september] [SL:DEPART_DATE.DAY_NUMBER third]]
show me the flights from baltimore to oakland	[IN:ATIS_FLIGHT show me the flights from [SL:FROMLOC.CITY_NAME baltimore] to [SL:TOLOC.CITY_NAME oakland]]
i need information for flights leaving san francisco on thursday evening and returning to boston	[IN:ATIS_FLIGHT i need information for flights leaving [SL:FROMLOC.CITY_NAME san francisco] on [SL:DEPART_DATE.DAY_NAME thursday] [SL:DEPART_TIME.PERIOD_OF_DAY evening] and returning to [SL:TOLOC.CITY_NAME boston]]
i would like a flight on american airlines from baltimore to san francisco with a stop in denver	[IN:ATIS_FLIGHT i would like a flight on [SL:AIRLINE_NAME american airlines] from [SL:FROMLOC.CITY_NAME baltimore] to [SL:TOLOC.CITY_NAME san francisco] with a stop in [SL:STOPLOC.CITY_NAME denver]]
all flights from charlotte to anywhere on us air around 1 pm	[IN:ATIS_FLIGHT all flights from [SL:FROMLOC.CITY_NAME charlotte] to anywhere on [SL:AIRLINE_NAME us air] [SL:DEPART_TIME.TIME_RELATIVE around] [SL:DEPART_TIME.TIME 1 pm]]
which airlines fly from boston to washington dc via other cities	[IN:ATIS_AIRLINE which airlines fly from [SL:FROMLOC.CITY_NAME boston] to [SL:TOLOC.CITY_NAME washington] [SL:TOLOC.STATE_CODE dc] via other cities]
what's the earliest flight from pittsburgh to baltimore on thursday morning	[IN:ATIS_FLIGHT what's the [SL:FLIGHT_MOD earliest] flight from [SL:FROMLOC.CITY_NAME pittsburgh] to [SL:TOLOC.CITY_NAME baltimore] on [SL:DEPART_DATE.DAY_NAME thursday] [SL:DEPART_TIME.PERIOD_OF_DAY morning]]
what ground transportation can i take into boston	[IN:ATIS_GROUND_SERVICE what ground transportation can i take into [SL:CITY_NAME boston]]
display all flights from baltimore to dallas on july twenty ninth	[IN:ATIS_FLIGHT display all flights from [SL:FROMLOC.CITY_NAME baltimore] to [SL:TOLOC.CITY_NAME dallas] on [SL:DEPART_DATE.MONTH_NAME july] [SL:DEPART_DATE.DAY_NUMBER twenty ninth]]
what are the morning flights in the next two days from nashville to tacoma	[IN:ATIS_FLIGHT what are the [SL:DEPART_TIME.PERIOD_OF_DAY morning] flights in the [SL:DEPART_DATE.DATE_RELATIVE next] two days from [SL:FROMLOC.CITY_NAME nashville] to [SL:TOLOC.CITY_NAME tacoma]]
what is the cheapest ticket from baltimore to san francisco on friday august thirtieth	[IN:ATIS_AIRFARE what is the [SL:COST_RELATIVE cheapest] ticket from [SL:FROMLOC.CITY_NAME baltimore] to [SL:TOLOC.CITY_NAME san francisco] on [SL:DEPART_DATE.DAY_NAME friday] [SL:DEPART_DATE.MONTH_NAME august] [SL:DEPART_DATE.DAY_NUMBER thirtieth]]
what flights stop in atlanta before noon	[IN:ATIS_FLIGHT what flights stop in [SL:STOPLOC.CITY_NAME atlanta] [SL:DEPART_TIME.TIME_RELATIVE before] [SL:DEPART_TIME.TIME noon]]
show me all the flights from philadelphia to newark	[IN:ATIS_FLIGHT show me all the flights from [SL:FROMLOC.CITY_NAME philadelphia] to [SL:TOLOC.CITY_NAME newark]]
i need a flight on sunday from long beach to columbus	[IN:ATIS_FLIGHT i need a flight on [SL:DEPART_DATE.DAY_NAME sunday] from [SL:FROMLOC.CITY_NAME long beach] to [SL:TOLOC.CITY_NAME columbus]]
i need a flight from boston to san francisco leaving in the afternoon and arriving in the evening thank you	[IN:ATIS_FLIGHT i need a flight from [SL:FROMLOC.CITY_NAME boston] to [SL:TOLOC.CITY_NAME san francisco] leaving in the [SL:DEPART_TIME.PERIOD_OF_DAY afternoon] and arriving in the [SL:ARRIVE_TIME.PERIOD_OF_DAY evening] thank you]
all flights from boston to philadelphia which show up on tuesday afternoon	[IN:ATIS_FLIGHT all flights from [SL:FROMLOC.CITY_NAME boston] to [SL:TOLOC.CITY_NAME philadelphia] which show up on [SL:DEPART_DATE.DAY_NAME tuesday] [SL:DEPART_TIME.PERIOD_OF_DAY afternoon]]
give me us air flights for next wednesday from cleveland to miami	[IN:ATIS_FLIGHT give me [SL:AIRLINE_NAME us air] flights for [SL:DEPART_DATE.DATE_RELATIVE next] [SL:DEPART_DATE.DAY_NAME wednesday] from [SL:FROMLOC.CITY_NAME cleveland] to [SL:TOLOC.CITY_NAME miami]]
show flights from pittsburgh to oakland	[IN:ATIS_FLIGHT show flights from [SL:FROMLOC.CITY_NAME pittsburgh] to [SL:TOLOC.CITY_NAME oakland]]
flights from cincinnati to denver on american airlines	[IN:ATIS_FLIGHT flights from [SL:FROMLOC.CITY_NAME cincinnati] to [SL:TOLOC.CITY_NAME denver] on [SL:AIRLINE_NAME american airlines]]
i would like to know the flights from denver to pittsburgh leaving on monday	[IN:ATIS_FLIGHT i would like to know the flights from [SL:FROMLOC.CITY_NAME denver] to [SL:TOLOC.CITY_NAME pittsburgh] leaving on [SL:DEPART_DATE.DAY_NAME monday]]
what does the meal code s stand for	[IN:ATIS_ABBREVIATION what doe[SL:MEAL_CODE s] the [SL:MEAL meal] code [SL:MEAL_CODE s] [SL:MEAL_CODE s]tand for]
which flights from memphis to tacoma also stop in los angeles	[IN:ATIS_FLIGHT which flights from [SL:FROMLOC.CITY_NAME memphis] to [SL:TOLOC.CITY_NAME tacoma] also stop in [SL:STOPLOC.CITY_NAME los angeles]]
list lowest cost flight from dallas to baltimore that serves a meal	[IN:ATIS_FLIGHT list [SL:COST_RELATIVE lowest cost] flight from [SL:FROMLOC.CITY_NAME dallas] to [SL:TOLOC.CITY_NAME baltimore] that serves a [SL:MEAL meal]]
what is the ground transport in denver	[IN:ATIS_GROUND_SERVICE what is the ground transport in [SL:CITY_NAME denver]]
show all flights from boston to denver on july thirty first	[IN:ATIS_FLIGHT show all flights from [SL:FROMLOC.CITY_NAME boston] to [SL:TOLOC.CITY_NAME denver] on [SL:DEPART_DATE.MONTH_NAME july] [SL:DEPART_DATE.DAY_NUMBER thirty first]]
what flights leave seattle on sunday on continental	[IN:ATIS_FLIGHT what flights leave [SL:FROMLOC.CITY_NAME seattle] on [SL:DEPART_DATE.DAY_NAME sunday] on [SL:AIRLINE_NAME continental]]
all flights from montreal less than 150 dollars	[IN:ATIS_FLIGHT all flights from [SL:FROMLOC.CITY_NAME montreal] [SL:COST_RELATIVE less] than [SL:FARE_AMOUNT 150 dollars]]
what types of aircraft does delta fly	[IN:ATIS_AIRCRAFT what types of aircraft does [SL:AIRLINE_NAME delta] fly]
i would like to book a flight on us air first class from cleveland to miami on february twenty second	[IN:ATIS_FLIGHT i would like to book a flight on [SL:AIRLINE_NAME us air] [SL:CLASS_TYPE first class] from [SL:FROMLOC.CITY_NAME cleveland] to [SL:TOLOC.CITY_NAME miami] on [SL:DEPART_DATE.MONTH_NAME february] [SL:DEPART_DATE.DAY_NUMBER twenty second]]
find a nonstop flight between denver and oakland leaving in the afternoon and arriving near 5 pm	[IN:ATIS_FLIGHT find a [SL:FLIGHT_STOP nonstop] flight between [SL:FROMLOC.CITY_NAME denver] and [SL:TOLOC.CITY_NAME oakland] leaving in the [SL:ARRIVE_TIME.PERIOD_OF_DAY afternoon] and arriving [SL:ARRIVE_TIME.TIME_RELATIVE near] [SL:ARRIVE_TIME.TIME 5 pm]]
list flights from dallas to san francisco	[IN:ATIS_FLIGHT list flights from [SL:FROMLOC.CITY_NAME dallas] to [SL:TOLOC.CITY_NAME san francisco]]
i'd like to go from boston to san francisco	[IN:ATIS_FLIGHT i'd like to go from [SL:FROMLOC.CITY_NAME boston] to [SL:TOLOC.CITY_NAME san francisco]]
flights on twa from columbus to st. louis	[IN:ATIS_FLIGHT flights on [SL:AIRLINE_CODE twa] from [SL:FROMLOC.CITY_NAME columbus] to [SL:TOLOC.CITY_NAME st. louis]]
give me the earliest flight on american airlines tomorrow from st. petersburg to milwaukee	[IN:ATIS_FLIGHT give me the [SL:FLIGHT_MOD earliest] flight on [SL:AIRLINE_NAME american airlines] [SL:DEPART_DATE.TODAY_RELATIVE tomorrow] from [SL:FROMLOC.CITY_NAME st. petersburg] to [SL:TOLOC.CITY_NAME milwaukee]]
i need information on ground transportation from the airport in atlanta	[IN:ATIS_GROUND_SERVICE i need information on ground transportation from the airport in [SL:FROMLOC.CITY_NAME atlanta]]
what is fare code qo mean	[IN:ATIS_ABBREVIATION what is fare code [SL:FARE_BASIS_CODE qo] mean]
what flights takeoff and land at general mitchell international	[IN:ATIS_FLIGHT what flights takeoff and land at [SL:FROMLOC.AIRPORT_NAME general mitchell international]]
give me flights that arrive in baltimore from denver	[IN:ATIS_FLIGHT give me flights that arrive in [SL:TOLOC.CITY_NAME baltimore] from [SL:FROMLOC.CITY_NAME denver]]
can you tell me the flights on october fifteenth 1991 from boston to oakland	[IN:ATIS_FLIGHT can you tell me the flights on [SL:DEPART_DATE.MONTH_NAME october] [SL:DEPART_DATE.DAY_NUMBER fifteenth] [SL:DEPART_DATE.YEAR 1991] from [SL:FROMLOC.CITY_NAME boston] to [SL:TOLOC.CITY_NAME oakland]]
what flights are available friday afternoon from pittsburgh to san francisco	[IN:ATIS_FLIGHT what flights are available [SL:DEPART_DATE.DAY_NAME friday] [SL:DEPART_TIME.PERIOD_OF_DAY afternoon] from [SL:FROMLOC.CITY_NAME pittsburgh] to [SL:TOLOC.CITY_NAME san francisco]]
give me the cheapest one way flights between boston and philadelphia which arrive after noon on a tuesday	[IN:ATIS_FLIGHT give me the [SL:COST_RELATIVE cheapest] [SL:ROUND_TRIP one way] flights between [SL:FROMLOC.CITY_NAME boston] and [SL:TOLOC.CITY_NAME philadelphia] which arrive [SL:ARRIVE_TIME.TIME_RELATIVE after] [SL:ARRIVE_TIME.TIME noon] on a [SL:ARRIVE_DATE.DAY_NAME tuesday]]
show flights from atlanta to baltimore	[IN:ATIS_FLIGHT show flights from [SL:FROMLOC.CITY_NAME atlanta] to [SL:TOLOC.CITY_NAME baltimore]]
i would like a flight from boston to atlanta	[IN:ATIS_FLIGHT i would like a flight from [SL:FROMLOC.CITY_NAME boston] to [SL:TOLOC.CITY_NAME atlanta]]
ground transportation atl to atlanta	[IN:ATIS_GROUND_SERVICE ground transportation [SL:AIRPORT_CODE atl] to [SL:AIRPORT_CODE atl]anta]
what are the flights available in the morning between denver and san francisco	[IN:ATIS_FLIGHT what are the flights available in the [SL:DEPART_TIME.PERIOD_OF_DAY morning] between [SL:FROMLOC.CITY_NAME denver] and [SL:TOLOC.CITY_NAME san francisco]]
i would like to book a flight that goes from memphis to las vegas	[IN:ATIS_FLIGHT i would like to book a flight that goes from [SL:FROMLOC.CITY_NAME memphis] to [SL:TOLOC.CITY_NAME las vegas]]
please show me all airlines with sunday flights from philadelphia to denver	[IN:ATIS_AIRLINE please show me all airlines with [SL:DEPART_DATE.DAY_NAME sunday] flights from [SL:FROMLOC.CITY_NAME philadelphia] to [SL:TOLOC.CITY_NAME denver]]
please give me all flights from long beach to memphis	[IN:ATIS_FLIGHT please give me all flights from [SL:FROMLOC.CITY_NAME long beach] to [SL:TOLOC.CITY_NAME memphis]]
what does ewr mean	[IN:ATIS_ABBREVIATION what does [SL:AIRPORT_CODE ewr] mean]
list the flights from indianapolis to houston	[IN:ATIS_FLIGHT list the flights from [SL:FROMLOC.CITY_NAME indianapolis] to [SL:TOLOC.CITY_NAME houston]]
show ground transportation for pittsburgh	[IN:ATIS_GROUND_SERVICE show ground transportation for [SL:CITY_NAME pittsburgh]]
show me all flights from philadelphia to atlanta that leave after 5 pm on wednesday	[IN:ATIS_FLIGHT show me all flights from [SL:FROMLOC.CITY_NAME philadelphia] to [SL:TOLOC.CITY_NAME atlanta] that leave [SL:DEPART_TIME.TIME_RELATIVE after] [SL:DEPART_TIME.TIME 5 pm] on [SL:DEPART_DATE.DAY_NAME wednesday]]
then list the flights from atlanta to philadelphia early wednesday morning nonstop	[IN:ATIS_FLIGHT then list the flights from [SL:FROMLOC.CITY_NAME atlanta] to [SL:TOLOC.CITY_NAME philadelphia] [SL:DEPART_TIME.PERIOD_MOD early] [SL:DEPART_DATE.DAY_NAME wednesday] [SL:DEPART_TIME.PERIOD_OF_DAY morning] [SL:FLIGHT_STOP nonstop]]
flights from washington august second	[IN:ATIS_FLIGHT flights from [SL:FROMLOC.CITY_NAME washington] [SL:DEPART_DATE.MONTH_NAME august] [SL:DEPART_DATE.DAY_NUMBER second]]
do you have ground transportation between airport and downtown in boston	[IN:ATIS_GROUND_SERVICE do you have ground transportation between airport and downtown in [SL:TOLOC.CITY_NAME boston]]
are there any flights from milwaukee to tacoma on friday june eleventh	[IN:ATIS_FLIGHT are there any flights from [SL:FROMLOC.CITY_NAME milwaukee] to [SL:TOLOC.CITY_NAME tacoma] on [SL:DEPART_DATE.DAY_NAME friday] [SL:DEPART_DATE.MONTH_NAME june] [SL:DEPART_DATE.DAY_NUMBER eleventh]]
show me flights from san francisco to boston on thursday	[IN:ATIS_FLIGHT show me flights from [SL:FROMLOC.CITY_NAME san francisco] to [SL:TOLOC.CITY_NAME boston] on [SL:DEPART_DATE.DAY_NAME thursday]]
what does fare code qx mean	[IN:ATIS_ABBREVIATION what does fare code [SL:FARE_BASIS_CODE qx] mean]
what is the yn code	[IN:ATIS_ABBREVIATION what is the [SL:FARE_BASIS_CODE yn] code]
how many seats in a 100	[IN:ATIS_CAPACITY how many seats in a [SL:AIRCRAFT_CODE 100]]
show me the flights from boston to fort worth on the morning of july tenth 1991	[IN:ATIS_FLIGHT show me the flights from [SL:FROMLOC.CITY_NAME boston] to [SL:TOLOC.CITY_NAME fort worth] on the [SL:DEPART_TIME.PERIOD_OF_DAY morning] of [SL:DEPART_DATE.MONTH_NAME july] [SL:DEPART_DATE.DAY_NUMBER tenth] [SL:DEPART_DATE.YEAR 1991]]
show me the ground transportation schedule in san francisco on thursday evening	[IN:ATIS_GROUND_SERVICE show me the ground transportation schedule in [SL:CITY_NAME san francisco] on [SL:DAY_NAME thursday] [SL:PERIOD_OF_DAY evening]]
show me the flights from baltimore to atlanta	[IN:ATIS_FLIGHT show me the flights from [SL:FROMLOC.CITY_NAME baltimore] to [SL:TOLOC.CITY_NAME atlanta]]
what are the flights from boston to baltimore	[IN:ATIS_FLIGHT what are the flights from [SL:FROMLOC.CITY_NAME boston] to [SL:TOLOC.CITY_NAME baltimore]]
show me all flights from boston to pittsburgh on wednesday after 6 o'clock pm	[IN:ATIS_FLIGHT show me all flights from [SL:FROMLOC.CITY_NAME boston] to [SL:TOLOC.CITY_NAME pittsburgh] on [SL:DEPART_DATE.DAY_NAME wednesday] [SL:DEPART_TIME.TIME_RELATIVE after] [SL:DEPART_TIME.TIME 6 o'clock pm]]
i would like information on any flights from pittsburgh to san francisco leaving thursday evening	[IN:ATIS_FLIGHT i would like information on any flights from [SL:FROMLOC.CITY_NAME pittsburgh] to [SL:TOLOC.CITY_NAME san francisco] leaving [SL:DEPART_DATE.DAY_NAME thursday] [SL:DEPART_TIME.PERIOD_OF_DAY evening]]
what is the earliest flight from atlanta to boston	[IN:ATIS_FLIGHT what is the [SL:FLIGHT_MOD earliest] flight from [SL:FROMLOC.CITY_NAME atlanta] to [SL:TOLOC.CITY_NAME boston]]
what flights are there from boston to dallas	[IN:ATIS_FLIGHT what flights are there from [SL:FROMLOC.CITY_NAME boston] to [SL:TOLOC.CITY_NAME dallas]]
how much does the limousine service cost within pittsburgh	[IN:ATIS_GROUND_FARE how much does the [SL:TRANSPORT_TYPE limousine] service cost within [SL:CITY_NAME pittsburgh]]
what flights go from boston to washington next tuesday	[IN:ATIS_FLIGHT what flights go from [SL:FROMLOC.CITY_NAME boston] to [SL:TOLOC.CITY_NAME washington] [SL:DEPART_DATE.DATE_RELATIVE next] [SL:DEPART_DATE.DAY_NAME tuesday]]
list all flights from long beach to columbus on sunday	[IN:ATIS_FLIGHT list all flights from [SL:FROMLOC.CITY_NAME long beach] to [SL:TOLOC.CITY_NAME columbus] on [SL:DEPART_DATE.DAY_NAME sunday]]
i would like to book an early morning flight from tampa to charlotte on april sixth	[IN:ATIS_FLIGHT i would like to book an early [SL:DEPART_TIME.PERIOD_OF_DAY morning] flight from [SL:FROMLOC.CITY_NAME tampa] to [SL:TOLOC.CITY_NAME charlotte] on [SL:DEPART_DATE.MONTH_NAME april] [SL:DEPART_DATE.DAY_NUMBER sixth]]
do you have a flight from atlanta to boston that will stop in washington	[IN:ATIS_FLIGHT do you have a flight from [SL:FROMLOC.CITY_NAME atlanta] to [SL:TOLOC.CITY_NAME boston] that will stop in [SL:STOPLOC.CITY_NAME washington]]
show me all flight from san francisco to oakland	[IN:ATIS_FLIGHT show me all flight from [SL:FROMLOC.CITY_NAME san francisco] to [SL:TOLOC.CITY_NAME oakland]]
what flights are available from denver to dallas fort worth in the afternoons	[IN:ATIS_FLIGHT what flights are available from [SL:FROMLOC.CITY_NAME denver] to [SL:TOLOC.CITY_NAME dallas fort worth] in the [SL:DEPART_TIME.PERIOD_OF_DAY afternoons]]
what flights from kansas city to denver	[IN:ATIS_FLIGHT what flights from [SL:FROMLOC.CITY_NAME kansas city] to [SL:TOLOC.CITY_NAME denver]]
show me the fare from dallas to san francisco	[IN:ATIS_AIRFARE show me the fare from [SL:FROMLOC.CITY_NAME dallas] to [SL:TOLOC.CITY_NAME san francisco]]
information on flights from pittsburgh to san francisco	[IN:ATIS_FLIGHT information on flights from [SL:FROMLOC.CITY_NAME pittsburgh] to [SL:TOLOC.CITY_NAME san francisco]]
what airlines fly into salt lake city	[IN:ATIS_AIRLINE what airlines fly into [SL:TOLOC.CITY_NAME salt lake city]]
flights from st. paul to houston	[IN:ATIS_FLIGHT flights from [SL:FROMLOC.CITY_NAME st. paul] to [SL:TOLOC.CITY_NAME houston]]
what flights are available from boston to washington dc late the twenty fifth or early the twenty sixth	[IN:ATIS_FLIGHT what flights are available from [SL:FROMLOC.CITY_NAME boston] to [SL:TOLOC.CITY_NAME washington] [SL:TOLOC.STATE_CODE dc] late the twenty fifth [SL:OR or] [SL:DEPART_TIME.PERIOD_MOD early] the [SL:DEPART_DATE.DAY_NUMBER twenty sixth]]
atlanta to oakland thursday	[IN:ATIS_FLIGHT [SL:FROMLOC.CITY_NAME atlanta] to [SL:TOLOC.CITY_NAME oakland] [SL:DEPART_DATE.DAY_NAME thursday]]
which airline is the cheapest to fly from dallas to baltimore on december twenty fourth	[IN:ATIS_AIRLINE which airline is the [SL:COST_RELATIVE cheapest] to fly from [SL:FROMLOC.CITY_NAME dallas] to [SL:TOLOC.CITY_NAME baltimore] on [SL:DEPART_DATE.MONTH_NAME december] [SL:DEPART_DATE.DAY_NUMBER twenty fourth]]
what flights can i find from pittsburgh to san francisco after 9 am	[IN:ATIS_FLIGHT what flights can i find from [SL:FROMLOC.CITY_NAME pittsburgh] to [SL:TOLOC.CITY_NAME san francisco] [SL:DEPART_TIME.TIME_RELATIVE after] [SL:DEPART_TIME.TIME 9 am]]
how much is a round trip fare from nashville to seattle	[IN:ATIS_AIRFARE how much is a [SL:ROUND_TRIP round trip] fare from [SL:FROMLOC.CITY_NAME nashville] to [SL:TOLOC.CITY_NAME seattle]]
what is the total seating capacity of all aircraft of american airlines	[IN:ATIS_CAPACITY what is the [SL:MOD total] seating capacity of all aircraft of [SL:AIRLINE_NAME american airlines]]
what flights are available from pittsburgh to boston on saturday	[IN:ATIS_FLIGHT what flights are available from [SL:FROMLOC.CITY_NAME pittsburgh] to [SL:TOLOC.CITY_NAME boston] on [SL:DEPART_DATE.DAY_NAME saturday]]
newark to minneapolis on sunday	[IN:ATIS_FLIGHT [SL:FROMLOC.CITY_NAME newark] to [SL:TOLOC.CITY_NAME minneapolis] on [SL:DEPART_DATE.DAY_NAME sunday]]
how do i get from the airport to downtown in tacoma	[IN:ATIS_FLIGHT how do i get from the airport to downtown in [SL:TOLOC.CITY_NAME tacoma]]
the cheapest flights between boston and philadelphia which arrive between 3 and 5 o'clock on tuesday	[IN:ATIS_FLIGHT the [SL:COST_RELATIVE cheapest] flights between [SL:FROMLOC.CITY_NAME boston] and [SL:TOLOC.CITY_NAME philadelphia] which arrive between [SL:ARRIVE_TIME.START_TIME 3] and [SL:ARRIVE_TIME.END_TIME 5 o'clock] on [SL:ARRIVE_DATE.DAY_NAME tuesday]]
is there ground transportation in baltimore	[IN:ATIS_GROUND_SERVICE is there ground transportation in [SL:CITY_NAME baltimore]]
flights from pittsburgh to newark	[IN:ATIS_FLIGHT flights from [SL:FROMLOC.CITY_NAME pittsburgh] to [SL:TOLOC.CITY_NAME newark]]
what is the smallest aircraft that flies from pittsburgh to baltimore arriving may seventh	[IN:ATIS_AIRCRAFT what is the [SL:MOD smallest] aircraft that flies from [SL:FROMLOC.CITY_NAME pittsburgh] to [SL:TOLOC.CITY_NAME baltimore] arriving [SL:ARRIVE_DATE.MONTH_NAME may] [SL:ARRIVE_DATE.DAY_NUMBER seventh]]
what does restriction ap 80 mean	[IN:ATIS_ABBREVIATION what does restriction [SL:RESTRICTION_CODE ap 80] mean]
show me first class flights from new york to miami leaving on a tuesday	[IN:ATIS_FLIGHT show me [SL:CLASS_TYPE first class] flights from [SL:FROMLOC.CITY_NAME new york] to [SL:TOLOC.CITY_NAME miami] leaving on a [SL:DEPART_DATE.DAY_NAME tuesday]]
show me the flights on delta that go through atlanta	[IN:ATIS_FLIGHT show me the flights on [SL:AIRLINE_NAME delta] that go through [SL:STOPLOC.CITY_NAME atlanta]]
what is the most expensive flight from boston to dallas	[IN:ATIS_FLIGHT what is the [SL:COST_RELATIVE most expensive] flight from [SL:FROMLOC.CITY_NAME boston] to [SL:TOLOC.CITY_NAME dallas]]
give me flights from chicago to seattle on saturday morning	[IN:ATIS_FLIGHT give me flights from [SL:FROMLOC.CITY_NAME chicago] to [SL:TOLOC.CITY_NAME seattle] on [SL:DEPART_DATE.DAY_NAME saturday] [SL:DEPART_TIME.PERIOD_OF_DAY morning]]
what flights from houston to milwaukee on friday on american airlines	[IN:ATIS_FLIGHT what flights from [SL:FROMLOC.CITY_NAME houston] to [SL:TOLOC.CITY_NAME milwaukee] on [SL:DEPART_DATE.DAY_NAME friday] on [SL:AIRLINE_NAME american airlines]]
find a flight from washington dc to san francisco on tuesday	[IN:ATIS_FLIGHT find a flight from [SL:FROMLOC.CITY_NAME washington] [SL:FROMLOC.STATE_CODE dc] to [SL:TOLOC.CITY_NAME san francisco] on [SL:DEPART_DATE.DAY_NAME tuesday]]
what is the latest us air flight leaving philadelphia and returning to boston	[IN:ATIS_FLIGHT what is the [SL:FLIGHT_MOD latest] [SL:AIRLINE_NAME us air] flight leaving [SL:FROMLOC.CITY_NAME philadelphia] and returning to [SL:TOLOC.CITY_NAME boston]]
what is the first flight that goes from atlanta to baltimore that serves breakfast	[IN:ATIS_FLIGHT what is the [SL:FLIGHT_MOD first] flight that goes from [SL:FROMLOC.CITY_NAME atlanta] to [SL:TOLOC.CITY_NAME baltimore] that serves [SL:MEAL_DESCRIPTION breakfast]]
show flights first class on american from dallas fort worth to san francisco international	[IN:ATIS_FLIGHT show flights [SL:CLASS_TYPE first class] on [SL:AIRLINE_NAME american] from [SL:FROMLOC.CITY_NAME dallas fort worth] to [SL:TOLOC.AIRPORT_NAME san francisco international]]
which airline provides business class flights	[IN:ATIS_AIRLINE which airline provides [SL:CLASS_TYPE business class] flights]
i want to go from boston to oakland	[IN:ATIS_FLIGHT i want to go from [SL:FROMLOC.CITY_NAME boston] to [SL:TOLOC.CITY_NAME oakland]]
find the cheapest one way fare from pittsburgh to san francisco	[IN:ATIS_AIRFARE find the [SL:COST_RELATIVE cheapest] [SL:ROUND_TRIP one way] fare from [SL:FROMLOC.CITY_NAME pittsburgh] to [SL:TOLOC.CITY_NAME san francisco]]
