utterance	output
呦呦鹿鸣的下一句。	[IN:QUERY [SL:KEYWORD 呦呦鹿鸣]的[SL:QUERYFIELD 下一句]。]
即鱼汤怎么做？	[IN:QUERY 即[SL:DISHNAME 鱼汤]怎么做？]
请帮我播放樱桃	[IN:QUERY 请帮我播放[SL:NAME 樱桃]]
文娱播报	[IN:QUERY [SL:NAME 文娱播报]]
糖醋鲤鱼怎么做啊？你只负责吃，c则c。	[IN:QUERY [SL:DISHNAME 糖醋鲤鱼]怎么做啊？你只负责吃，c则c。]
煲鸡汤呢	[IN:QUERY [SL:DISHNAME 煲鸡汤]呢]
发烧好吗？	[IN:QUERY [SL:KEYWORD 发烧]好吗？]
怎样做肉类？	[IN:QUERY 怎样做[SL:INGREDIENT 肉类]？]
炝拌土豆丝。	[IN:QUERY [SL:DISHNAME 炝拌土豆丝]。]
如何治疗脚臭。	[IN:QUERY 如何治疗[SL:KEYWORD 脚臭]。]
听时间煮雨这首歌	[IN:PLAY 听[SL:SONG 时间煮雨]这首歌]
搜一下CCTV74月15号播出新编辑部的故事呢	[IN:QUERY 搜一下[SL:TVCHANNEL CCTV7][SL:DATETIME_DATE 4月15号]播出[SL:NAME 新编辑部的故事]呢]
我是说我要看一起又看流星雨	[IN:QUERY 我是说我要看[SL:NAME 一起又看流星雨]]
国足最新赛程。	[IN:QUERY [SL:CATEGORY 国足]最新赛程。]
金酱肉丝的做法	[IN:QUERY [SL:DISHNAME 金酱肉丝]的做法]
白居易的诗词。	[IN:QUERY [SL:AUTHOR 白居易]的诗词。]
呼叫广岁	[IN:DIAL 呼叫[SL:NAME 广岁]]
来一首李清照的词	[IN:QUERY 来一首[SL:AUTHOR 李清照]的词]
厦门到上海的机票	[IN:QUERY [SL:STARTLOC_CITY 厦门]到[SL:ENDLOC_CITY 上海]的机票]
今晚红烧肉的做法。	[IN:QUERY 今晚[SL:DISHNAME 红烧肉]的做法。]
姨，最近有什么新闻。	[IN:PLAY 姨，[SL:DATETIME_DATE 最近]有什么新闻。]
我想打你英语怎么说	[IN:TRANSLATION [SL:CONTENT 我想打你][SL:TARGET 英语]怎么说]
帮我上下新浪网	[IN:OPEN 帮我上下[SL:NAME 新浪网]]
我要打电话给洪云刚	[IN:DIAL 我要打电话给[SL:NAME 洪云刚]]
西藏卫视	[IN:PLAY [SL:NAME 西藏卫视]]
给张克达发短信	[IN:SEND 给[SL:NAME 张克达]发短信]
泰州新闻。	[IN:PLAY [SL:LOCATION_CITY 泰州]新闻。]
陈忠实的爱情小说《白鹿原》	[IN:QUERY [SL:AUTHOR 陈忠实]的[SL:CATEGORY 爱情]小说《[SL:NAME 白鹿原]》]
酸辣藕丁的做法。	[IN:QUERY [SL:DISHNAME 酸辣藕丁]的做法。]
打电话给my god	[IN:DIAL 打电话给[SL:NAME my god]]
张，来首白居易的诗。	[IN:QUERY 张，来首[SL:AUTHOR 白居易]的诗。]
好吧，我想知道稻香排骨是怎么做的？	[IN:QUERY 好吧，我想知道[SL:DISHNAME 稻香排骨]是怎么做的？]
查询湛江到广州的火车票	[IN:QUERY 查询[SL:STARTLOC_CITY 湛江]到[SL:ENDLOC_CITY 广州]的火车票]
播放落日批示	[IN:QUERY 播放[SL:NAME 落日]批示]
动物谜语。	[IN:QUERY [SL:CATEGORY 动物谜语]。]
看中央七频道讲武堂节目	[IN:QUERY 看[SL:TVCHANNEL 中央七频道][SL:NAME 讲武堂]节目]
影视频道有什么节目	[IN:QUERY [SL:TVCHANNEL 影视频道]有什么节目]
打开我的浏览器	[IN:LAUNCH 打开我的[SL:NAME 浏览器]]
上饶到南昌的火车票	[IN:QUERY [SL:STARTLOC_CITY 上饶]到[SL:ENDLOC_CITY 南昌]的火车票]
那来个灯谜吧！	[IN:QUERY 那来个[SL:CATEGORY 灯谜]吧！]
查一下明天青岛飞往上海的飞机都有哪一些都是几点的	[IN:QUERY 查一下[SL:STARTDATE_DATE 明天][SL:STARTLOC_CITY 青岛]飞往[SL:ENDLOC_CITY 上海]的飞机都有哪一些都是几点的]
潘靖的电话是多少	[IN:QUERY [SL:NAME 潘靖]的电话是多少]
何以解忧的下一句是什么？	[IN:QUERY [SL:KEYWORD 何以解忧]的[SL:QUERYFIELD 下一句]是什么？]
从合肥到北京的列车	[IN:QUERY 从[SL:STARTLOC_CITY 合肥]到[SL:ENDLOC_CITY 北京]的列车]
本期七星彩的中奖号码是多少？	[IN:NUMBER_QUERY 本期[SL:NAME 七星彩]的中奖号码是多少？]
赵包子怎么做的，你？	[IN:QUERY 赵[SL:DISHNAME 包子]怎么做的，你？]
啊，社会新闻。	[IN:PLAY 啊，[SL:CATEGORY 社会]新闻。]
怎么做京酱肉丝。	[IN:QUERY 怎么做[SL:DISHNAME 京酱肉丝]。]
玉照公园怎么走	[IN:ROUTE [SL:ENDLOC_POI 玉照公园]怎么走]
给刘俊发短信	[IN:SEND 给[SL:NAME 刘俊]发短信]
明天安徽卫视演什么	[IN:QUERY [SL:DATETIME_DATE 明天][SL:TVCHANNEL 安徽卫视]演什么]
封神榜	[IN:QUERY [SL:NAME 封神榜]]
你如何做螃蟹？	[IN:QUERY 你如何做[SL:INGREDIENT 螃蟹]？]
江苏影视台	[IN:PLAY [SL:NAME 江苏影视台]]
打电话给hello word	[IN:DIAL 打电话给[SL:NAME hello word]]
查一下从南京到上海的航班	[IN:QUERY 查一下从[SL:STARTLOC_CITY 南京]到[SL:ENDLOC_CITY 上海]的航班]
把千哥的电话号码发给萌萌	[IN:SENDCONTACTS 把[SL:NAME 千哥]的电话号码发给[SL:RECEIVER 萌萌]]
小杰炖蘑菇怎么做？	[IN:QUERY 小杰[SL:DISHNAME 炖蘑菇]怎么做？]
我想全部回应	[IN:REPLAY_ALL 我想全部回应]
请查询一下深圳飞往上海的航班	[IN:QUERY 请查询一下[SL:STARTLOC_CITY 深圳]飞往[SL:ENDLOC_CITY 上海]的航班]
搜索25选5的获奖号码	[IN:NUMBER_QUERY 搜索[SL:NAME 25选5]的获奖号码]
拌面该怎么做？	[IN:QUERY [SL:DISHNAME 拌面]该怎么做？]
肩关节周围炎	[IN:QUERY [SL:KEYWORD 肩关节周围炎]]
新疆大盘鸡的做法。	[IN:QUERY [SL:DISHNAME 新疆大盘鸡]的做法。]
啤酒鸭怎么做？	[IN:QUERY [SL:DISHNAME 啤酒鸭]怎么做？]
从北海到东莞的汽车。	[IN:QUERY 从[SL:SRC 北海]到[SL:DEST 东莞]的汽车。]
背首宋词。	[IN:QUERY 背首[SL:DYNASTY 宋]词。]
鸡煲啊！	[IN:QUERY [SL:DISHNAME 鸡煲]啊！]
查一下兰州到成都的火车票	[IN:QUERY 查一下[SL:STARTLOC_CITY 兰州]到[SL:ENDLOC_CITY 成都]的火车票]
打开谷歌wap	[IN:OPEN 打开[SL:NAME 谷歌]wap]
豆沙包。	[IN:QUERY [SL:DISHNAME 豆沙包]。]
糖醋排骨怎么做呢	[IN:QUERY [SL:DISHNAME 糖醋排骨]怎么做呢]
大西南剿匪记	[IN:QUERY [SL:NAME 大西南剿匪记]]
南山医院到北大医院路线	[IN:ROUTE [SL:STARTLOC_POI 南山医院]到[SL:ENDLOC_POI 北大医院]路线]
访问京东商城的网页	[IN:OPEN 访问[SL:NAME 京东]商城的网页]
呼叫徐媛	[IN:DIAL 呼叫[SL:NAME 徐媛]]
我想听搜狐新闻	[IN:PLAY 我想听[SL:MEDIA 搜狐]新闻]
但是我想上腾讯网	[IN:OPEN 但是我想上[SL:NAME 腾讯网]]
中国新声代	[IN:QUERY [SL:NAME 中国新声代]]
给我讲一个长篇小说。	[IN:QUERY 给我讲一个长篇小说。]
请帮我调频90.2连云港经济广播电台	[IN:LAUNCH 请帮我调频[SL:CODE 90.2][SL:NAME 连云港经济广播电台]]
明天从桂林到杭州的航班	[IN:QUERY [SL:STARTDATE_DATE 明天]从[SL:STARTLOC_CITY 桂林]到[SL:ENDLOC_CITY 杭州]的航班]
美菱电器的昨日收盘价是多少	[IN:CLOSEPRICE_QUERY [SL:NAME 美菱电器]的[SL:YESTERDAY 昨日]收盘价是多少]
虎林市电影院正在上映的大片	[IN:QUERY [SL:THEATRE 虎林市电影院]正在上映的大片]
怎么做冰激凌？	[IN:QUERY 怎么做[SL:DISHNAME 冰激凌]？]
查一下吉安至武汉的火车	[IN:QUERY 查一下[SL:STARTLOC_CITY 吉安]至[SL:ENDLOC_CITY 武汉]的火车]
打开sky电话	[IN:LAUNCH 打开[SL:NAME sky电话]]
我想听期待这首歌	[IN:PLAY 我想听[SL:SONG 期待]这首歌]
打开极品飞车	[IN:LAUNCH 打开[SL:NAME 极品飞车]]
连云港到徐州的火车票	[IN:QUERY [SL:STARTLOC_CITY 连云港]到[SL:ENDLOC_CITY 徐州]的火车票]
后天上海到烟台的火车	[IN:QUERY [SL:STARTDATE_DATE 后天][SL:STARTLOC_CITY 上海]到[SL:ENDLOC_CITY 烟台]的火车]
打开珠江台	[IN:PLAY 打开[SL:NAME 珠江台]]
狸猫换太子	[IN:QUERY [SL:NAME 狸猫换太子]]
告诉我今天的新闻内容	[IN:PLAY 告诉我[SL:DATETIME_DATE 今天]的新闻内容]
你叫什么名字翻译一下	[IN:TRANSLATION [SL:CONTENT 你叫什么名字]翻译一下]
给我来一首山歌吗？	[IN:QUERY 给我来一首[SL:NAME 山歌]吗？]
随便唱几首歌吧	[IN:PLAY 随便唱几首歌吧]
从无锡市到西安市的汽车。	[IN:QUERY 从[SL:SRC 无锡市]到[SL:DEST 西安市]的汽车。]
江苏影视	[IN:PLAY [SL:NAME 江苏影视]]
跳换到湖南卫视	[IN:PLAY 跳换到[SL:NAME 湖南卫视]]
查寻合肥到北京的航班	[IN:QUERY 查寻[SL:STARTLOC_CITY 合肥]到[SL:ENDLOC_CITY 北京]的航班]
从广州到南昌的火车票时刻表	[IN:QUERY 从[SL:STARTLOC_CITY 广州]到[SL:ENDLOC_CITY 南昌]的火车票时刻表]
咱们结婚吧什么时候播出	[IN:DATE_QUERY [SL:NAME 咱们结婚吧]什么时候播出]
找找非诚勿扰什么时候结束	[IN:QUERY 找找[SL:NAME 非诚勿扰]什么时候结束]
陈周的电话号码是多少	[IN:QUERY [SL:NAME 陈周]的电话号码是多少]
影视流星花园	[IN:QUERY [SL:CATEGORY 影视][SL:NAME 流星花园]]
看中国好声音	[IN:QUERY 看[SL:NAME 中国好声音]]
酸菜鱼怎样做	[IN:QUERY [SL:DISHNAME 酸菜鱼]怎样做]
现在哪个台在播放剧情电视剧	[IN:QUERY [SL:DATETIME_TIME 现在]哪个台在播放[SL:CATEGORY 剧情电视剧]]
美好的时代	[IN:QUERY [SL:NAME 美好的时代]]
看一下今天有什么新闻？	[IN:PLAY 看一下[SL:DATETIME_DATE 今天]有什么新闻？]
后天去南京的火车	[IN:QUERY [SL:STARTDATE_DATE 后天]去[SL:ENDLOC_CITY 南京]的火车]
a排骨怎么做好吃？	[IN:QUERY a[SL:INGREDIENT 排骨]怎么做好吃？]
。咳嗽	[IN:QUERY 。[SL:KEYWORD 咳嗽]]
讲点新闻	[IN:PLAY 讲点新闻]
我要订一张到宁波的动车票	[IN:QUERY 我要订一张到[SL:ENDLOC_CITY 宁波]的[SL:CATEGORY 动车]票]
播放上海滩。	[IN:PLAY 播放[SL:SONG 上海滩]。]
火腿肠怎么炒好吃	[IN:QUERY [SL:INGREDIENT 火腿肠]怎么炒好吃]
给姐姐发短信我今天晚上晚点回去你就别等我吃饭	[IN:SEND 给[SL:NAME 姐姐]发短信[SL:CONTENT 我今天晚上晚点回去你就别等我吃饭]]
打电话给之山	[IN:DIAL 打电话给[SL:NAME 之山]]
帮我调到安徽卫视	[IN:PLAY 帮我调到[SL:NAME 安徽卫视]]
魔神战记	[IN:LAUNCH [SL:NAME 魔神战记]]
中超比赛时间多少啊？	[IN:QUERY [SL:CATEGORY 中超]比赛时间多少啊？]
背屈原的离骚	[IN:QUERY 背[SL:AUTHOR 屈原]的[SL:NAME 离骚]]
给我打开百度网	[IN:OPEN 给我打开[SL:NAME 百度]网]
卡酷少儿频道	[IN:PLAY [SL:NAME 卡酷少儿频道]]
帮我转发邮件	[IN:FORWARD 帮我转发邮件]
北疆战士	[IN:QUERY [SL:NAME 北疆战士]]
九月二十六号从深圳到宁波的航班	[IN:QUERY [SL:STARTDATE_DATE 九月二十六号]从[SL:STARTLOC_CITY 深圳]到[SL:ENDLOC_CITY 宁波]的航班]
康熙大帝	[IN:QUERY [SL:NAME 康熙大帝]]
锁梦楼	[IN:QUERY [SL:NAME 锁梦楼]]
我想听音乐忘情水。	[IN:PLAY 我想听音乐[SL:SONG 忘情水]。]
切换浦口新闻综合频道	[IN:PLAY 切换[SL:NAME 浦口新闻综合频道]]
用菜籽油做面包	[IN:QUERY 用[SL:INGREDIENT 菜籽油]做[SL:DISHNAME 面包]]
捍卫者	[IN:QUERY [SL:NAME 捍卫者]]
替我答复这条邮件	[IN:REPLY 替我答复这条邮件]
离我最近的电影院。	[IN:QUERY 离我最近的电影院。]
我们一起去玩吧用英文怎么说	[IN:TRANSLATION [SL:CONTENT 我们一起去玩吧]用[SL:TARGET 英文]怎么说]
南瓜饼的做法。	[IN:QUERY [SL:INGREDIENT 南瓜饼]的做法。]
胜女的代价电视剧	[IN:QUERY [SL:NAME 胜女的代价][SL:CATEGORY 电视剧]]
老故事	[IN:QUERY [SL:CATEGORY 老故事]]
查询广州到北京的火车	[IN:QUERY 查询[SL:STARTLOC_CITY 广州]到[SL:ENDLOC_CITY 北京]的火车]
来一首李煜的词。	[IN:QUERY 来一首[SL:AUTHOR 李煜]的词。]
中超赛事预告，从在哪里看呢？	[IN:QUERY [SL:CATEGORY 中超]赛事[SL:TYPE 预告]，从在哪里看呢？]
哪个频道演爸爸去哪儿	[IN:QUERY 哪个频道演[SL:NAME 爸爸去哪儿]]
打开三星首页	[IN:OPEN 打开[SL:NAME 三星]首页]
去汽车东站怎么走	[IN:ROUTE 去[SL:ENDLOC_POI 汽车东站]怎么走]
我所在地理位置	[IN:POSITION 我所在地理位置]
失明了怎么办？	[IN:QUERY [SL:KEYWORD 失明]了怎么办？]
北京到镇江的火车	[IN:QUERY [SL:STARTLOC_CITY 北京]到[SL:ENDLOC_CITY 镇江]的火车]
如何治疗感冒	[IN:QUERY 如何治疗[SL:KEYWORD 感冒]]
念首唐诗吧！	[IN:QUERY 念首[SL:DYNASTY 唐]诗吧！]
从武汉到呼和浩特	[IN:ROUTE 从[SL:STARTLOC_CITY 武汉]到[SL:ENDLOC_CITY 呼和浩特]]
到无锡到北京的火车有几趟了	[IN:QUERY 到[SL:STARTLOC_CITY 无锡]到[SL:ENDLOC_CITY 北京]的火车有几趟了]
发信息给老婆说我不回家吃饭了	[IN:SEND 发信息给[SL:NAME 老婆]说[SL:CONTENT 我不回家吃饭了]]
打开丰顺县政府网	[IN:OPEN 打开[SL:NAME 丰顺县政府网]]
把淘宝网打开	[IN:OPEN 把[SL:NAME 淘宝网]打开]
搜索郑州到南阳的火车票	[IN:QUERY 搜索[SL:STARTLOC_CITY 郑州]到[SL:ENDLOC_CITY 南阳]的火车票]
我想听想唱就唱	[IN:PLAY 我想听[SL:SONG 想唱就唱]]
嘉兴粽子。	[IN:QUERY [SL:DISHNAME 嘉兴粽子]。]
帮我查一下2013年2月8日开奖的15选5中奖号码	[IN:NUMBER_QUERY 帮我查一下[SL:DATETIME_DATE 2013年2月8日]开奖的[SL:NAME 15选5]中奖号码]
梅毒怎么治疗？	[IN:QUERY [SL:KEYWORD 梅毒]怎么治疗？]
天津电视台的国际频道，拜托了哈	[IN:PLAY [SL:NAME 天津电视台]的[SL:CATEGORY 国际]频道，拜托了哈]
肺结核要注意些啥	[IN:QUERY [SL:KEYWORD 肺结核]要注意些啥]
如何炒花生。	[IN:QUERY 如何[SL:DISHNAME 炒花生]。]
我想看电影台北飘雪	[IN:QUERY 我想看[SL:CATEGORY 电影][SL:NAME 台北飘雪]]
内裤用英语怎么说	[IN:TRANSLATION [SL:CONTENT 内裤]用[SL:TARGET 英语]怎么说]
k新闻想听新闻。	[IN:PLAY k新闻想听新闻。]
opera浏览器	[IN:LAUNCH [SL:NAME opera浏览器]]
瞌睡鱼怎么做？	[IN:QUERY 瞌睡[SL:INGREDIENT 鱼]怎么做？]
北京卡酷熊出没	[IN:QUERY [SL:TVCHANNEL 北京卡酷][SL:NAME 熊出没]]
做酸菜鱼。	[IN:QUERY 做[SL:DISHNAME 酸菜鱼]。]
正韵打开相机	[IN:LAUNCH 正韵打开[SL:NAME 相机]]
糯米肉怎么做？	[IN:QUERY [SL:DISHNAME 糯米肉]怎么做？]
猜个谜语哦。	[IN:QUERY 猜个[SL:CATEGORY 谜语]哦。]
你帮我打开网站	[IN:OPEN 你帮我打开网站]
八月十号从重庆到武汉的航班	[IN:QUERY [SL:STARTDATE_DATE 八月十号]从[SL:STARTLOC_CITY 重庆]到[SL:ENDLOC_CITY 武汉]的航班]
4月28号上海到南昌的航班	[IN:QUERY [SL:STARTDATE_DATE 4月28号][SL:STARTLOC_CITY 上海]到[SL:ENDLOC_CITY 南昌]的航班]
回锅肉。	[IN:QUERY [SL:DISHNAME 回锅肉]。]
阿勋中集集团的股票	[IN:QUERY 阿勋[SL:NAME 中集集团]的股票]
小c我想看北京青年	[IN:QUERY 小c我想看[SL:NAME 北京青年]]
我不在家英语怎么说	[IN:TRANSLATION [SL:CONTENT 我不在家][SL:TARGET 英语]怎么说]
查询中超赛事。	[IN:QUERY 查询[SL:CATEGORY 中超]赛事。]
播放田园的歌	[IN:PLAY 播放[SL:ARTIST 田园]的歌]
北京财经	[IN:PLAY [SL:NAME 北京财经]]
我要看末世进化小说	[IN:QUERY 我要看[SL:CATEGORY 末世进化]小说]
咸鸡，的制作方法。	[IN:QUERY [SL:INGREDIENT 咸鸡]，的制作方法。]
怎么做饭好吃？	[IN:QUERY 怎么做[SL:DISHNAME 饭]好吃？]
明天回广州的航班	[IN:QUERY [SL:STARTDATE_DATE 明天]回[SL:ENDLOC_CITY 广州]的航班]
失眠怎么办呀	[IN:QUERY [SL:KEYWORD 失眠]怎么办呀]
来一首听你听我	[IN:PLAY 来一首[SL:SONG 听你听我]]
CCTV农业	[IN:PLAY [SL:NAME CCTV农业]]
把张三的电话发给李四	[IN:SENDCONTACTS 把[SL:NAME 张三]的电话发给[SL:RECEIVER 李四]]
从杭州到黄山的汽车。	[IN:QUERY 从[SL:SRC 杭州]到[SL:DEST 黄山]的汽车。]
发邮件给莹莹说我好困我想睡觉	[IN:SEND 发邮件给[SL:NAME 莹莹]说[SL:CONTENT 我好困我想睡觉]]
打电话给美华	[IN:DIAL 打电话给[SL:NAME 美华]]
有什么好听的歌	[IN:SEARCH 有什么[SL:CATEGORY 好听]的歌]
但我想点新闻。	[IN:PLAY 但我想点新闻。]
煮面怎么做？	[IN:QUERY [SL:DISHNAME 煮面]怎么做？]
列车深圳到广州	[IN:QUERY 列车[SL:STARTLOC_CITY 深圳]到[SL:ENDLOC_CITY 广州]]
得了艾滋病怎么办	[IN:QUERY 得了[SL:KEYWORD 艾滋病]怎么办]
小说英语怎么说	[IN:TRANSLATION [SL:CONTENT 小说][SL:TARGET 英语]怎么说]
最近有什么热门新闻了。	[IN:PLAY [SL:DATETIME_DATE 最近]有什么[SL:CATEGORY 热门]新闻了。]
酱牛肉怎么做	[IN:QUERY [SL:DISHNAME 酱牛肉]怎么做]
给张张打电话	[IN:DIAL 给[SL:NAME 张张]打电话]
凉面。	[IN:QUERY [SL:DISHNAME 凉面]。]
宁波一台	[IN:PLAY [SL:NAME 宁波一台]]
请问红烧茄子怎么做？	[IN:QUERY 请问[SL:DISHNAME 红烧茄子]怎么做？]
科大讯飞的股票是多少a	[IN:QUERY [SL:NAME 科大讯飞]的股票是多少a]
姐你红烧肉怎么做呀	[IN:QUERY 姐你[SL:DISHNAME 红烧肉]怎么做呀]
潍坊到济南的火车票	[IN:QUERY [SL:STARTLOC_CITY 潍坊]到[SL:ENDLOC_CITY 济南]的火车票]
辽宁大连在哪里	[IN:POSITION [SL:LOCATION_PROVINCE 辽宁][SL:LOCATION_CITY 大连]在哪里]
把张玉娟的手机号码发送给吴伟	[IN:SENDCONTACTS 把[SL:NAME 张玉娟]的[SL:CATEGORY 手机]号码发送给[SL:RECEIVER 吴伟]]
电影院有什么电影？	[IN:QUERY 电影院有什么电影？]
那你给我背一首唐诗吧！	[IN:QUERY 那你给我背一首[SL:DYNASTY 唐]诗吧！]
打电话给潘立长	[IN:DIAL 打电话给[SL:NAME 潘立长]]
科大讯飞的股价如何	[IN:QUERY [SL:NAME 科大讯飞]的股价如何]
远教四台	[IN:PLAY [SL:NAME 远教四台]]
你给我背一首白居易的诗。	[IN:QUERY 你给我背一首[SL:AUTHOR 白居易]的诗。]
明天去蚌埠的车票	[IN:QUERY [SL:STARTDATE_DATE 明天]去[SL:ENDLOC_CITY 蚌埠]的车票]
浙江台	[IN:PLAY [SL:NAME 浙江台]]
最近有什么新片子？	[IN:QUERY 最近有什么[SL:TIMEDESCR 新]片子？]
找一下詹姆斯卡梅隆拍的电影	[IN:QUERY 找一下[SL:ARTIST 詹姆斯卡梅隆]拍的[SL:CATEGORY 电影]]
我的爱金枝玉叶	[IN:QUERY [SL:NAME 我的爱金枝玉叶]]
从合肥去西安的火车	[IN:QUERY 从[SL:STARTLOC_CITY 合肥]去[SL:ENDLOC_CITY 西安]的火车]
汽车总动员	[IN:QUERY [SL:NAME 汽车总动员]]
明天有什么活动用英语怎么讲	[IN:TRANSLATION [SL:CONTENT 明天有什么活动]用[SL:TARGET 英语]怎么讲]
帮我写个邮件	[IN:CREATE 帮我写个邮件]
把李会计的电话发给小江	[IN:SENDCONTACTS 把[SL:NAME 李会计]的电话发给[SL:RECEIVER 小江]]
打开昆明三六零手机网	[IN:OPEN 打开[SL:NAME 昆明三六零手机网]]
中国工商银行的股票	[IN:QUERY [SL:NAME 中国工商银行]的股票]
那中央六台明天演什么节目	[IN:QUERY 那[SL:TVCHANNEL 中央六台][SL:DATETIME_DATE 明天]演什么节目]
哦钢结构的电话是多少	[IN:QUERY [SL:NAME 哦钢结构]的电话是多少]
过油肉土豆片怎么做？	[IN:QUERY [SL:DISHNAME 过油肉土豆片]怎么做？]
查下上海到太原的机票	[IN:QUERY 查下[SL:STARTLOC_CITY 上海]到[SL:ENDLOC_CITY 太原]的机票]
报点新闻给我听。	[IN:PLAY 报点新闻给我听。]
查查一下连江到湛江的火车票	[IN:QUERY 查查一下[SL:STARTLOC_AREA 连江]到[SL:ENDLOC_CITY 湛江]的火车票]
看乡村爱情	[IN:QUERY 看[SL:NAME 乡村爱情]]
中央三今天有什么节目	[IN:QUERY [SL:TVCHANNEL 中央三][SL:DATETIME_DATE 今天]有什么节目]
你，湖南卫视正在播出什么？你。	[IN:QUERY 你，[SL:TVCHANNEL 湖南卫视]正在播出什么？你。]
怎样煮酸甜排骨。	[IN:QUERY 怎样煮[SL:DISHNAME 酸甜排骨]。]
去常州武进路线	[IN:ROUTE 去[SL:ENDLOC_CITY 常州][SL:ENDLOC_AREA 武进]路线]
查一下广州到信阳的火车票	[IN:QUERY 查一下[SL:STARTLOC_CITY 广州]到[SL:ENDLOC_CITY 信阳]的火车票]
我想跟今天的新闻。	[IN:PLAY 我想跟[SL:DATETIME_DATE 今天]的新闻。]
查询大大后天广州到武汉的航班	[IN:QUERY 查询[SL:STARTDATE_DATE 大大后天][SL:STARTLOC_CITY 广州]到[SL:ENDLOC_CITY 武汉]的航班]
白灼菜心怎么做？	[IN:QUERY [SL:DISHNAME 白灼菜心]怎么做？]
甲型肝炎。	[IN:QUERY [SL:KEYWORD 甲型肝炎]。]
做黄焖小土豆怎么做啊？	[IN:QUERY 做黄[SL:DISHNAME 焖小土豆]怎么做啊？]
万科a股票	[IN:QUERY [SL:NAME 万科a]股票]
我想到科大讯飞怎么走	[IN:ROUTE 我想到[SL:ENDLOC_POI 科大讯飞]怎么走]
新扎师妹	[IN:QUERY [SL:NAME 新扎师妹]]
太原到广州的车。	[IN:QUERY [SL:SRC 太原]到[SL:DEST 广州]的车。]
查查13年的一站到底	[IN:QUERY 查查[SL:DATETIME_DATE 13年]的[SL:NAME 一站到底]]
怎么烧西红柿炒蛋	[IN:QUERY 怎么烧[SL:DISHNAME 西红柿炒蛋]]
查询恒光电影院即将上映的电影	[IN:QUERY 查询[SL:THEATRE 恒光电影院]即将上映的电影]
小白菜拌豆腐怎么做呀？	[IN:QUERY 小[SL:DISHNAME 白菜拌豆腐]怎么做呀？]
给吴方婷打电话	[IN:DIAL 给[SL:NAME 吴方婷]打电话]
帮我搜索三国杀	[IN:QUERY 帮我搜索[SL:NAME 三国杀]]
再来一首飞得更高。	[IN:PLAY 再来一首[SL:SONG 飞得更高]。]
广州恒大亚冠联赛，比赛时间。	[IN:QUERY [SL:NAME 广州恒大][SL:CATEGORY 亚冠联赛]，比赛时间。]
7月30号去深圳的航班。	[IN:QUERY [SL:STARTDATE_DATE 7月30号]去[SL:ENDLOC_CITY 深圳]的航班。]
我回去看昨天晚上播出的爸爸去哪儿31频道	[IN:QUERY 我回去看[SL:DATETIME_DATE 昨天][SL:DATETIME_TIME 晚上]播出的[SL:NAME 爸爸去哪儿][SL:CODE 31]频道]
能山药怎么做？	[IN:QUERY 能[SL:INGREDIENT 山药]怎么做？]
人福医药股票	[IN:QUERY [SL:NAME 人福医药]股票]
我要看新闻玩不？	[IN:PLAY 我要看新闻玩不？]
幻影忍者	[IN:QUERY [SL:NAME 幻影忍者]]
CCTV8高清电视剧	[IN:QUERY [SL:TVCHANNEL CCTV8高清][SL:CATEGORY 电视剧]]
查一查上影电影院即将上映的影片	[IN:QUERY 查一查上影电影院即将上映的影片]
蛋糕可以做蛋糕吗？	[IN:QUERY [SL:DISHNAME 蛋糕]可以做[SL:DISHNAME 蛋糕]吗？]
恩，红烧土豆怎么做我想学？	[IN:QUERY 恩，[SL:DISHNAME 红烧土豆]怎么做我想学？]
给我放首歌	[IN:PLAY 给我放首歌]
语音火锅怎么做啊？啊？	[IN:QUERY 语音[SL:DISHNAME 火锅]怎么做啊？啊？]
猪肚鸡怎么做啊？	[IN:QUERY [SL:DISHNAME 猪肚鸡]怎么做啊？]
唐诗登高。	[IN:QUERY [SL:DYNASTY 唐]诗[SL:NAME 登高]。]
抬头见喜	[IN:QUERY [SL:NAME 抬头见喜]]
红烧芋头做法。	[IN:QUERY [SL:DISHNAME 红烧芋头]做法。]
查询广州到贵港的火车	[IN:QUERY 查询[SL:STARTLOC_CITY 广州]到[SL:ENDLOC_CITY 贵港]的火车]
糖醋里脊啊，啊	[IN:QUERY [SL:DISHNAME 糖醋里脊]啊，啊]
蓝猫龙骑团	[IN:QUERY [SL:NAME 蓝猫龙骑团]]
龙王庙在哪里	[IN:POSITION [SL:LOCATION_POI 龙王庙]在哪里]
CCTV-12套的节目单	[IN:QUERY [SL:TVCHANNEL CCTV-12]套的节目单]
搜一搜三毛的小说	[IN:QUERY 搜一搜[SL:AUTHOR 三毛]的小说]
帮我查一下赣州到南昌的火车票	[IN:QUERY 帮我查一下[SL:STARTLOC_CITY 赣州]到[SL:ENDLOC_CITY 南昌]的火车票]
晋江到武汉的航班	[IN:QUERY [SL:STARTLOC_AREA 晋江]到[SL:ENDLOC_CITY 武汉]的航班]
看一看大乐透的信息	[IN:NUMBER_QUERY 看一看[SL:NAME 大乐透]的信息]
帮我打开人人	[IN:LAUNCH 帮我打开[SL:NAME 人人]]
地三鲜怎么做？你？	[IN:QUERY [SL:DISHNAME 地三鲜]怎么做？你？]
我要看魔幻学院小说	[IN:QUERY 我要看[SL:CATEGORY 魔幻学院]小说]
给我打个谜语，啊！	[IN:QUERY 给我打个[SL:CATEGORY 谜语]，啊！]
