utterance	output
我要听张韶涵的歌	[IN:PLAYMUSIC 我要听[SL:SINGER_NAME 张韶涵]的歌]
请放一首邓紫棋的泡沫	[IN:PLAYMUSIC 请放一首[SL:SINGER_NAME 邓紫棋]的[SL:SONG_NAME 泡沫]]
我让你帮我唱多幸运。	[IN:PLAYMUSIC 我让你帮我唱[SL:SONG_NAME 多幸运]。]
我想听植物大战僵尸	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 植物大战僵尸]]
三十分钟后关闭	[IN:CONTROLSYSTEM [SL:DATE 三十分钟后][SL:EVENT 关闭]]
唱一首数鸭子。	[IN:PLAYMUSIC 唱一首[SL:SONG_NAME 数鸭子]。]
播放周杰伦歌曲	[IN:PLAYMUSIC 播放[SL:SINGER_NAME 周杰伦]歌曲]
播放新歌排行榜	[IN:PLAYMUSIC 播放[SL:LIST 新歌排行榜]]
播放说爱你	[IN:PLAYMUSIC 播放[SL:SONG_NAME 说爱你]]
你会唱薛之谦的歌嘛	[IN:PLAYMUSIC 你会唱[SL:SINGER_NAME 薛之谦]的歌嘛]
听海草舞	[IN:PLAYMUSIC 听[SL:SONG_NAME 海草舞]]
我想听我爱你！	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 我爱你]！]
唱首爱情之门	[IN:PLAYMUSIC 唱首[SL:SONG_NAME 爱情之门]]
播放歌曲浪漫的事	[IN:PLAYMUSIC 播放歌曲[SL:SONG_NAME 浪漫的事]]
播放夜之光	[IN:PLAYMUSIC 播放[SL:SONG_NAME 夜之光]]
唱个林俊杰的歌	[IN:PLAYMUSIC 唱个[SL:SINGER_NAME 林俊杰]的歌]
唱个优雅的歌曲	[IN:PLAYMUSIC 唱个[SL:SONG_TYPE 优雅]的歌曲]
有宝宝睡前故事吗	[IN:PLAYFMSTORY 有宝宝[SL:STORY_TAG 睡前]故事吗]
我想听星星点灯，这首歌。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 星星点灯]，这首歌。]
我要听音乐不小心。	[IN:PLAYMUSIC 我要听音乐[SL:SONG_NAME 不小心]。]
播放小鸡	[IN:PLAYMUSIC 播放[SL:SONG_NAME 小鸡]]
讲个米小圈	[IN:PLAYFMSTORY 讲个[SL:STORY_TAG 米小圈]]
播放差一步	[IN:PLAYMUSIC 播放[SL:SONG_NAME 差一步]]
放大中国	[IN:PLAYMUSIC 放[SL:SONG_NAME 大中国]]
你别后悔,大哥给我唱首小苹果啊!	[IN:PLAYMUSIC 你别后悔,大哥给我唱首[SL:SONG_NAME 小苹果]啊!]
我想听了忘情水这首歌呢！	[IN:PLAYMUSIC 我想听了[SL:SONG_NAME 忘情水]这首歌呢！]
播放行星	[IN:PLAYMUSIC 播放[SL:SONG_NAME 行星]]
友谊之光	[IN:PLAYMUSIC [SL:SONG_NAME 友谊之光]]
我要听筷子兄弟的小苹果	[IN:PLAYMUSIC 我要听[SL:SINGER_NAME 筷子兄弟]的[SL:SONG_NAME 小苹果]]
放一首王菲的歌	[IN:PLAYMUSIC 放一首[SL:SINGER_NAME 王菲]的歌]
播放爱出发-tfboys唱的。	[IN:PLAYMUSIC 播放[SL:SONG_NAME 爱出发]-[SL:SINGER_NAME tfboys]唱的。]
我要听有可能的夜晚	[IN:PLAYMUSIC 我要听[SL:SONG_NAME 有可能的夜晚]]
让邓紫棋唱的歌。	[IN:PLAYMUSIC 让[SL:SINGER_NAME 邓紫棋]唱的歌。]
我想听黑龙的三十八度六	[IN:PLAYMUSIC 我想听[SL:SINGER_NAME 黑龙]的[SL:SONG_NAME 三十八度六]]
我想听冷漠的歌	[IN:PLAYMUSIC 我想听[SL:SINGER_NAME 冷漠]的歌]
好听的音乐	[IN:PLAYMUSIC [SL:SONG_TYPE 好听]的音乐]
听那英的征服	[IN:PLAYMUSIC 听[SL:SINGER_NAME 那英]的[SL:SONG_NAME 征服]]
对唱情歌	[IN:PLAYMUSIC [SL:SONG_TYPE 对唱情歌]]
我想听张杰的歌。	[IN:PLAYMUSIC 我想听[SL:SINGER_NAME 张杰]的歌。]
播放卖报歌	[IN:PLAYMUSIC 播放[SL:SONG_NAME 卖报歌]]
听小苹果的。	[IN:PLAYMUSIC 听[SL:SONG_NAME 小苹果]的。]
我要听荷塘月色的歌曲。	[IN:PLAYMUSIC 我要听[SL:SONG_NAME 荷塘月色]的歌曲。]
～～唱《我好想你》	[IN:PLAYMUSIC ～～唱《[SL:SONG_NAME 我好想你]》]
小乔倾城。	[IN:CHAT [SL:SINGER_NAME 小乔][SL:SONG_NAME 倾城]。]
听林俊杰的歌	[IN:PLAYMUSIC 听[SL:SINGER_NAME 林俊杰]的歌]
打开音乐并搜索肌肤相亲这首歌。	[IN:PLAYMUSIC 打开音乐并搜索[SL:SONG_NAME 肌肤相亲]这首歌。]
周杰伦。	[IN:PLAYMUSIC [SL:SINGER_NAME 周杰伦]。]
放一首三十八度六	[IN:PLAYMUSIC 放一首[SL:SONG_NAME 三十八度六]]
请帮我找一下歌曲，清水有。	[IN:PLAYMUSIC 请帮我找一下歌曲，[SL:SONG_NAME 清水]有。]
来一段郭德纲的相声儿	[IN:PLAYFMCROSSTALK 来一段[SL:CROSSTALK_NAME 郭德纲]的相声儿]
我要听两只小象。	[IN:PLAYMUSIC 我要听[SL:SONG_NAME 两只小象]。]
你唱一首淘汰我听。好吗？	[IN:PLAYMUSIC 你唱一首[SL:SONG_NAME 淘汰]我听。好吗？]
播放今日推荐	[IN:GETNEWS 播放[SL:NEWS_TAG 今日推荐]]
咖啡厅音乐	[IN:PLAYMUSIC [SL:SONG_TYPE 咖啡厅]音乐]
我想听海底小纵队	[IN:PLAYFMSTORY 我想听[SL:STORY_NAME 海底小纵队]]
给我讲一首汪峰的光明	[IN:PLAYMUSIC 给我讲一首[SL:SINGER_NAME 汪峰]的[SL:SONG_NAME 光明]]
至尊嗨曲	[IN:PLAYMUSIC 至尊[SL:SONG_NAME 嗨曲]]
唱一首，于是，啊！	[IN:PLAYMUSIC 唱一首，[SL:SONG_NAME 于是]，啊！]
我想听三国这首歌。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 三国]这首歌。]
给我唱首歌,蜗牛与黄鹂鸟。	[IN:PLAYMUSIC 给我唱首歌,[SL:SONG_NAME 蜗牛与黄鹂鸟]。]
唱功我唱一首小苹果的歌。	[IN:PLAYMUSIC 唱功我唱一首[SL:SONG_NAME 小苹果]的歌。]
播放下次	[IN:PLAYMUSIC 播放[SL:SONG_NAME 下次]]
那首刘德华的歌曲。	[IN:PLAYMUSIC 那首[SL:SINGER_NAME 刘德华]的歌曲。]
站台	[IN:PLAYMUSIC [SL:SONG_NAME 站台]]
他这首歌由。	[IN:PLAYMUSIC 他这首歌由。]
我要听当你老了这首歌。	[IN:PLAYMUSIC 我要听[SL:SONG_NAME 当你老了]这首歌。]
给我唱一首，刚好。	[IN:PLAYMUSIC 给我唱一首，[SL:SONG_NAME 刚好]。]
我想要听咱们结婚吧！	[IN:PLAYMUSIC 我想要听[SL:SONG_NAME 咱们结婚吧]！]
播放叶子。	[IN:PLAYMUSIC 播放[SL:SONG_NAME 叶子]。]
来一首加州旅馆	[IN:PLAYMUSIC 来一首[SL:SONG_NAME 加州旅馆]]
唱一首简单的歌。	[IN:PLAYMUSIC 唱[SL:SONG_NAME 一首简单的歌]。]
播放理查德克莱德曼的钢琴曲	[IN:PLAYMUSIC 播放[SL:SINGER_NAME 理查德克莱德曼]的[SL:SONG_TYPE 钢琴曲]]
播放立秋	[IN:PLAYMUSIC 播放[SL:SONG_NAME 立秋]]
推荐首歌，蛋堡的	[IN:PLAYMUSIC 推荐首歌，[SL:SINGER_NAME 蛋堡]的]
小你好，可以听首歌小燕子吗？	[IN:PLAYMUSIC 小你好，可以听首歌[SL:SONG_NAME 小燕子]吗？]
八戒这首歌。	[IN:PLAYMUSIC [SL:SONG_NAME 八戒]这首歌。]
火箭少女101卡路里。	[IN:PLAYMUSIC [SL:SINGER_NAME 火箭少女101][SL:SONG_NAME 卡路里]。]
我想听天大地大这首歌。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 天大地大]这首歌。]
我要听佑可猫的orange	[IN:PLAYMUSIC 我要听[SL:SINGER_NAME 佑可猫]的[SL:SONG_NAME orange]]
唱12个月	[IN:PLAYMUSIC 唱[SL:SONG_NAME 12个月]]
给我唱一首小苹果的吗？	[IN:PLAYMUSIC 给我唱一首[SL:SONG_NAME 小苹果]的吗？]
播放睡眠音乐	[IN:PLAYMUSIC 播放[SL:SONG_TYPE 睡眠]音乐]
老婆老婆我爱你的歌曲。	[IN:PLAYMUSIC [SL:SONG_NAME 老婆老婆我爱你]的歌曲。]
来唱个初音未来的歌	[IN:PLAYMUSIC 来唱个[SL:SINGER_NAME 初音未来]的歌]
播放一首卡路里	[IN:PLAYMUSIC 播放一首[SL:SONG_NAME 卡路里]]
唱夜未央	[IN:PLAYMUSIC 唱[SL:SONG_NAME 夜未央]]
我想听逃跑计划的夜空中最亮的星	[IN:PLAYMUSIC 我想听[SL:SINGER_NAME 逃跑计划]的[SL:SONG_NAME 夜空中最亮的星]]
我要听，下一秒。	[IN:PLAYMUSIC 我要听，[SL:SONG_NAME 下一秒]。]
我想听小鸡小鸡。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 小鸡小鸡]。]
爱我你就抱抱我。	[IN:PLAYMUSIC [SL:SONG_NAME 爱我你就抱抱我]。]
我想听歌走到一起不容易。	[IN:PLAYMUSIC 我想听歌[SL:SONG_NAME 走到一起不容易]。]
播放新年的歌	[IN:PLAYMUSIC 播放[SL:SONG_TYPE 新年]的歌]
播放一段郭德纲的相声	[IN:PLAYFMCROSSTALK 播放一段[SL:ACTOR_NAME 郭德纲]的相声]
唱踏浪香奈儿唱的	[IN:PLAYMUSIC 唱[SL:SONG_NAME 踏浪][SL:SINGER_NAME 香奈儿]唱的]
我要听遥远的她	[IN:PLAYMUSIC 我要听[SL:SONG_NAME 遥远的她]]
给我推荐一首张学友的歌	[IN:PLAYMUSIC 给我推荐一首[SL:SINGER_NAME 张学友]的歌]
听听鹿晗的歌	[IN:PLAYMUSIC 听听[SL:SINGER_NAME 鹿晗]的歌]
许嵩的歌最好听了	[IN:PLAYMUSIC [SL:SINGER_NAME 许嵩]的歌最好听了]
我想要听巅峰榜热歌上的歌	[IN:PLAYMUSIC 我想要听[SL:LIST 巅峰榜热歌]上的歌]
播放笠翁对韵	[IN:PLAYPOEM 播放[SL:POEM_NAME 笠翁对韵]]
我想听毛不易的歌	[IN:PLAYMUSIC 我想听[SL:SINGER_NAME 毛不易]的歌]
我要听圣诞节的歌。	[IN:PLAYMUSIC 我要听[SL:SONG_TYPE 圣诞节]的歌。]
播火	[IN:PLAYMUSIC 播火]
我想听袁娅维的说散就散	[IN:PLAYMUSIC 我想听[SL:SINGER_NAME 袁娅维]的[SL:SONG_NAME 说散就散]]
播放古筝	[IN:PLAYMUSIC 播放[SL:SONG_TYPE 古筝]]
我想听，要流星雨的歌。	[IN:PLAYMUSIC 我想听，要[SL:SONG_NAME 流星雨]的歌。]
李宇春的歌	[IN:PLAYMUSIC [SL:SINGER_NAME 李宇春]的歌]
我想听打电话。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 打电话]。]
帮我一首再现江湖	[IN:PLAYMUSIC 帮我一首[SL:SONG_NAME 再现江湖]]
哎呀，大悲咒歌。	[IN:PLAYMUSIC 哎呀，[SL:SONG_NAME 大悲咒]歌。]
你会唱《我只在乎你》吗？	[IN:PLAYMUSIC 你会唱《[SL:SONG_NAME 我只在乎你]》吗？]
播放热歌榜	[IN:PLAYMUSIC 播放[SL:LIST 热歌榜]]
我想听伤不起这首歌。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 伤不起]这首歌。]
听起来活动,给我来一首,漫步人生路。	[IN:PLAYMUSIC 听起来活动,给我来一首,[SL:SONG_NAME 漫步人生路]。]
来一首神话。	[IN:PLAYMUSIC 来一首[SL:SONG_NAME 神话]。]
歌曲猜迷。	[IN:PLAYMUSIC 歌曲[SL:SONG_NAME 猜迷]。]
歌曲葫芦娃。	[IN:PLAYMUSIC 歌曲[SL:SONG_NAME 葫芦娃]。]
播放歌曲凉凉	[IN:PLAYMUSIC 播放歌曲[SL:SONG_NAME 凉凉]]
感恩的心	[IN:PLAYMUSIC [SL:SONG_NAME 感恩的心]]
我想听邓紫棋的倒数	[IN:PLAYMUSIC 我想听[SL:SINGER_NAME 邓紫棋]的[SL:SONG_NAME 倒数]]
高山流水	[IN:PLAYMUSIC [SL:SONG_NAME 高山流水]]
放个好听的歌	[IN:PLAYMUSIC 放个[SL:SONG_TYPE 好听]的歌]
我想听三字经	[IN:PLAYPOEM 我想听[SL:POEM_NAME 三字经]]
唱对话。	[IN:PLAYMUSIC 唱[SL:SONG_NAME 对话]。]
我想听同一首歌。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 同一首歌]。]
给我来首周杰伦的歌	[IN:PLAYMUSIC 给我来首[SL:SINGER_NAME 周杰伦]的歌]
亲爱的公主病的歌曲。	[IN:PLAYMUSIC [SL:SONG_NAME 亲爱的公主病]的歌曲。]
唱杨幂的歌	[IN:PLAYMUSIC 唱[SL:SINGER_NAME 杨幂]的歌]
rose	[IN:CHAT [SL:SINGER_NAME rose]]
放一点好听的歌	[IN:PLAYMUSIC 放一点[SL:SONG_TYPE 好听]的歌]
只要tfboys的歌曲。	[IN:PLAYMUSIC 只要[SL:SINGER_NAME tfboys]的歌曲。]
来首歌吧。年轮	[IN:PLAYMUSIC 来首歌吧。[SL:SONG_NAME 年轮]]
高房价大合唱	[IN:PLAYMUSIC 高房价[SL:SONG_NAME 大合唱]]
洪金宝的歌	[IN:PLAYMUSIC [SL:SINGER_NAME 洪金宝]的歌]
我会唱两只老虎吗？	[IN:PLAYMUSIC 我会唱[SL:SONG_NAME 两只老虎]吗？]
播放清明上河图	[IN:PLAYMUSIC 播放[SL:SONG_NAME 清明上河图]]
听童话故事	[IN:PLAYFMSTORY 听[SL:STORY_TAG 童话]故事]
我想听丑八怪这首歌。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 丑八怪]这首歌。]
唱过火。	[IN:PLAYMUSIC 唱[SL:SONG_NAME 过火]。]
放一首周杰伦的稻香	[IN:PLAYMUSIC 放一首[SL:SINGER_NAME 周杰伦]的[SL:SONG_NAME 稻香]]
歌曲星语星愿	[IN:PLAYMUSIC 歌曲[SL:SONG_NAME 星语星愿]]
我想听鲁冰花的。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 鲁冰花]的。]
给我唱一首我的妈妈。	[IN:PLAYMUSIC 给我唱一首[SL:SONG_NAME 我的妈妈]。]
听王源的歌。	[IN:PLAYMUSIC 听[SL:SINGER_NAME 王源]的歌。]
我要听素颜。	[IN:PLAYMUSIC 我要听[SL:SONG_NAME 素颜]。]
放奶奶	[IN:PLAYMUSIC 放[SL:SONG_NAME 奶奶]]
播放，最爱的你。	[IN:PLAYMUSIC 播放，[SL:SONG_NAME 最爱的你]。]
我想听金玟岐的岁月神偷	[IN:PLAYMUSIC 我想听[SL:SINGER_NAME 金玟岐]的[SL:SONG_NAME 岁月神偷]]
我想听梁祝	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 梁祝]]
我想听雪宝宝	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 雪宝宝]]
我想听汪峰的光明	[IN:PLAYMUSIC 我想听[SL:SINGER_NAME 汪峰]的[SL:SONG_NAME 光明]]
讲恐龙的故事	[IN:PLAYFMSTORY 讲[SL:STORY_TAG 恐龙]的故事]
我想听一下倾城这首歌。	[IN:PLAYMUSIC 我想听一下[SL:SONG_NAME 倾城]这首歌。]
我想听孤芳自赏这首歌。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 孤芳自赏]这首歌。]
播一首周杰伦的歌曲	[IN:PLAYMUSIC 播一首[SL:SINGER_NAME 周杰伦]的歌曲]
今天世界杯有什么新闻吗	[IN:GETNEWS [SL:NEWS_TIME 今天][SL:NEWS_TAG 世界杯]有什么新闻吗]
歌曲出山	[IN:PLAYMUSIC 歌曲[SL:SONG_NAME 出山]]
唱一首兄弟难当。	[IN:PLAYMUSIC 唱一首[SL:SONG_NAME 兄弟难当]。]
播放海草海草	[IN:PLAYMUSIC 播放[SL:SONG_NAME 海草海草]]
我要听窗边的小豆豆	[IN:PLAYFMSTORY 我要听[SL:STORY_NAME 窗边的小豆豆]]
播五	[IN:PLAYMUSIC 播五]
播放歌曲忘记	[IN:PLAYMUSIC 播放歌曲[SL:SONG_NAME 忘记]]
放天鹅湖	[IN:PLAYMUSIC 放[SL:SONG_NAME 天鹅湖]]
我说我要听忘情水。	[IN:PLAYMUSIC 我说我要听[SL:SONG_NAME 忘情水]。]
我要听花粥的出山	[IN:PLAYMUSIC 我要听[SL:SINGER_NAME 花粥]的[SL:SONG_NAME 出山]]
黑猫警长的故事	[IN:PLAYFMSTORY [SL:STORY_NAME 黑猫警长]的故事]
搜索歌曲漂亮的在一起	[IN:PLAYMUSIC 搜索歌曲[SL:SONG_NAME 漂亮的在一起]]
我想听鸡叫过大年歌曲。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 鸡叫过大年]歌曲。]
你好一段轻音乐	[IN:PLAYMUSIC 你好一段[SL:SONG_TYPE 轻音乐]]
我想听田园日记	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 田园日记]]
讲一个龟兔赛跑的故事	[IN:PLAYFMSTORY 讲一个[SL:STORY_NAME 龟兔赛跑]的故事]
你喜欢邓丽君的什么歌	[IN:CHAT 你喜欢[SL:SINGER_NAME 邓丽君]的什么歌]
陈奕迅不要说话很好听	[IN:PLAYMUSIC [SL:SINGER_NAME 陈奕迅][SL:SONG_NAME 不要说话]很好听]
来一首起床曲。	[IN:PLAYMUSIC 来一首[SL:SONG_TYPE 起床]曲。]
我要听钢琴曲。	[IN:PLAYMUSIC 我要听[SL:SONG_TYPE 钢琴曲]。]
唱首孙燕姿的遇见吧	[IN:PLAYMUSIC 唱首[SL:SINGER_NAME 孙燕姿]的[SL:SONG_NAME 遇见]吧]
明天的天气怎样	[IN:GETWEATHER [SL:DATE 明天]的天气怎样]
播放薛之谦的歌曲	[IN:PLAYMUSIC 播放[SL:SINGER_NAME 薛之谦]的歌曲]
赤壁	[IN:PLAYMUSIC [SL:SONG_NAME 赤壁]]
播放尽头	[IN:PLAYMUSIC 播放[SL:SONG_NAME 尽头]]
我想听奥特曼歌	[IN:PLAYMUSIC 我想听[SL:MOVIE_NAME 奥特曼]歌]
赵丽颖唱歌	[IN:PLAYMUSIC [SL:SINGER_NAME 赵丽颖]唱歌]
播放心安理得	[IN:PLAYMUSIC 播放[SL:SONG_NAME 心安理得]]
播放我怎么这么好看	[IN:PLAYMUSIC 播放[SL:SONG_NAME 我怎么这么好看]]
我想听坏蛋是怎样炼成的	[IN:PLAYFMFICTION 我想听[SL:FICTION_NAME 坏蛋是怎样炼成的]]
请播放我是一个兵	[IN:PLAYMUSIC 请播放[SL:SONG_NAME 我是一个兵]]
云中歌。	[IN:PLAYMUSIC [SL:SONG_NAME 云中歌]。]
唱首歌最炫民族风。	[IN:PLAYMUSIC 唱首歌[SL:SONG_NAME 最炫民族风]。]
歌曲西部放歌。	[IN:PLAYMUSIC 歌曲[SL:SONG_NAME 西部放歌]。]
钟嘉欣的歌曲你不会唱是不是	[IN:PLAYMUSIC [SL:SINGER_NAME 钟嘉欣]的歌曲你不会唱是不是]
唱天空之城吗？	[IN:PLAYMUSIC 唱[SL:SONG_NAME 天空之城]吗？]
好日子	[IN:PLAYMUSIC [SL:SONG_NAME 好日子]]
唱林俊杰的歌曲	[IN:PLAYMUSIC 唱[SL:SINGER_NAME 林俊杰]的歌曲]
播放一些安眠曲	[IN:PLAYMUSIC 播放一些[SL:SONG_TYPE 安眠曲]]
播放许巍的闪亮的瞬间	[IN:PLAYMUSIC 播放[SL:SINGER_NAME 许巍]的[SL:SONG_NAME 闪亮的瞬间]]
播放流派的歌曲	[IN:PLAYMUSIC 播放[SL:SONG_TYPE 流派]的歌曲]
英语故事	[IN:PLAYFMSTORY [SL:STORY_TAG 英语]故事]
我要听飞	[IN:PLAYMUSIC 我要听飞]
郭德纲的相声	[IN:PLAYFMCROSSTALK [SL:CROSSTALK_NAME 郭德纲]的相声]
林夕的歌	[IN:PLAYMUSIC [SL:SINGER_NAME 林夕]的歌]
我想听，站台情歌，这首歌。	[IN:PLAYMUSIC 我想听，[SL:SONG_NAME 站台情歌]，这首歌。]
我想听我的天使。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 我的天使]。]
我想听湘弦歌曲。	[IN:PLAYMUSIC 我想听[SL:ALBUM_NAME 湘弦]歌曲。]
天仙配	[IN:PLAYFMSTORY [SL:STORY_NAME 天仙配]]
找一首老歌	[IN:PLAYMUSIC 找一首[SL:SONG_TYPE 老歌]]
放小白兔白又白	[IN:PLAYMUSIC 放[SL:SONG_NAME 小白兔白又白]]
我要听夜之光	[IN:PLAYMUSIC 我要听[SL:SONG_NAME 夜之光]]
给我唱首萤火虫。	[IN:PLAYMUSIC 给我唱首[SL:SONG_NAME 萤火虫]。]
放儿歌	[IN:PLAYMUSIC 放[SL:SONG_TYPE 儿歌]]
播放歌曲，三妻四妾。	[IN:PLAYMUSIC 播放歌曲，[SL:SONG_NAME 三妻四妾]。]
宁静的夏天，你唱下一句	[IN:PLAYMUSIC [SL:SONG_NAME 宁静的夏天]，你唱下一句]
放平凡之路	[IN:PLAYMUSIC 放[SL:SONG_NAME 平凡之路]]
我放首刘德华的歌。	[IN:PLAYMUSIC 我放首[SL:SINGER_NAME 刘德华]的歌。]
给奶奶	[IN:CHAT 给奶奶]
唱轨迹	[IN:PLAYMUSIC 唱[SL:SONG_NAME 轨迹]]
播放花桥流水	[IN:PLAYMUSIC 播放[SL:SONG_NAME 花桥流水]]
我想听的歌是有何不可。	[IN:PLAYMUSIC 我想听的歌是[SL:SONG_NAME 有何不可]。]
听刘宝瑞的相声	[IN:PLAYFMCROSSTALK 听[SL:CROSSTALK_NAME 刘宝瑞]的相声]
我要听音乐，恋人心。	[IN:PLAYMUSIC 我要听音乐，[SL:SONG_NAME 恋人心]。]
断桥残雪	[IN:PLAYMUSIC [SL:SONG_NAME 断桥残雪]]
哈你歌	[IN:PLAYMUSIC [SL:SONG_NAME 哈你歌]]
我要听红灯记。	[IN:PLAYMUSIC 我要听[SL:SONG_NAME 红灯记]。]
歌曲最浪漫的事儿。	[IN:PLAYMUSIC 歌曲[SL:SONG_NAME 最浪漫的事儿]。]
给我来个忘情水的歌。	[IN:PLAYMUSIC 给我来个[SL:SONG_NAME 忘情水]的歌。]
听个小兔子乖乖吧！	[IN:PLAYMUSIC 听个[SL:SONG_NAME 小兔子乖乖]吧！]
今天外面很热吗	[IN:GETWEATHER [SL:DATE 今天]外面很热吗]
我想听林宥嘉	[IN:PLAYMUSIC 我想听[SL:SINGER_NAME 林宥嘉]]
唱首十五的月亮。	[IN:PLAYMUSIC 唱首[SL:SONG_NAME 十五的月亮]。]
遇见你	[IN:CHAT 遇见你]
我想听猪之歌	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 猪之歌]]
最美的光	[IN:PLAYMUSIC [SL:SONG_NAME 最美的光]]
我要听，听话。	[IN:PLAYMUSIC 我要听，[SL:SONG_NAME 听话]。]
你好播放歌曲突然想起你	[IN:PLAYMUSIC 你好播放歌曲[SL:SONG_NAME 突然想起你]]
生日快乐歌	[IN:PLAYMUSIC [SL:SONG_NAME 生日快乐歌]]
唱一首愤怒的小鸟。	[IN:PLAYMUSIC 唱一首[SL:SONG_NAME 愤怒的小鸟]。]
放一首好听的的英文儿歌	[IN:PLAYMUSIC 放一首好听的的[SL:SONG_LANGUAGE 英文][SL:SONG_TYPE 儿歌]]
ABC的，陈悦。	[IN:CHAT ABC的，[SL:SINGER_NAME 陈悦]。]
换一首张学友的歌	[IN:PLAYMUSIC 换一首[SL:SINGER_NAME 张学友]的歌]
小苹果歌曲。	[IN:PLAYMUSIC [SL:SONG_NAME 小苹果]歌曲。]
唱小白兔乖乖。	[IN:PLAYMUSIC 唱[SL:SONG_NAME 小白兔乖乖]。]
我也听歌，今天是你的生日	[IN:PLAYMUSIC 我也听歌，[SL:SONG_NAME 今天是你的生日]]
十分钟之后提醒我	[IN:REMIND [SL:DATE 十分钟]之后提醒我]
背一首唐诗	[IN:PLAYPOEM 背一首[SL:POEM_TAG 唐诗]]
河图的歌来一首	[IN:PLAYMUSIC [SL:SINGER_NAME 河图]的歌来一首]
我想听，大梦想家这首歌曲。	[IN:PLAYMUSIC 我想听，[SL:SONG_NAME 大梦想家]这首歌曲。]
我想听，如果时光可以倒流这首歌。	[IN:PLAYMUSIC 我想听，[SL:SONG_NAME 如果时光可以倒流]这首歌。]
我想听小跳蛙	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 小跳蛙]]
红日	[IN:PLAYMUSIC [SL:SONG_NAME 红日]]
播放歌曲我相信。	[IN:PLAYMUSIC 播放歌曲[SL:SONG_NAME 我相信]。]
明天上海天气怎么样	[IN:GETWEATHER [SL:DATE 明天][SL:LOCATION 上海]天气怎么样]
你喜欢许嵩的什么歌	[IN:PLAYMUSIC 你喜欢[SL:SINGER_NAME 许嵩]的什么歌]
听纯音乐	[IN:PLAYMUSIC 听[SL:SONG_TYPE 纯音乐]]
播放小白兔。	[IN:PLAYMUSIC 播放[SL:SONG_NAME 小白兔]。]
放再见只是陌生人	[IN:PLAYMUSIC 放[SL:SONG_NAME 再见只是陌生人]]
音量调到五十	[IN:CONTROLSYSTEM 音量调到五十]
初音～～～	[IN:PLAYMUSIC [SL:SINGER_NAME 初音]～～～]
王菲的传奇	[IN:PLAYMUSIC [SL:SINGER_NAME 王菲]的[SL:SONG_NAME 传奇]]
播放新白娘子传奇	[IN:PLAYFMFICTION 播放[SL:FICTION_NAME 新白娘子传奇]]
唱首本兮的歌	[IN:PLAYMUSIC 唱首[SL:SINGER_NAME 本兮]的歌]
够了 罗志祥新歌	[IN:PLAYMUSIC [SL:SONG_NAME 够了] [SL:SINGER_NAME 罗志祥][SL:SONG_TYPE 新歌]]
我想听黑猫警长的故事	[IN:PLAYFMSTORY 我想听[SL:STORY_NAME 黑猫警长]的故事]
逼真dj。	[IN:PLAYMUSIC [SL:SONG_NAME 逼真][SL:SONG_TYPE dj]。]
我要听我的天空	[IN:PLAYMUSIC 我要听[SL:SONG_NAME 我的天空]]
我想听生命	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 生命]]
我想听超级英雄。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 超级英雄]。]
我要听修炼爱情的歌。	[IN:PLAYMUSIC 我要听[SL:SONG_NAME 修炼爱情]的歌。]
你给我唱首薛之谦的演员	[IN:PLAYMUSIC 你给我唱首[SL:SINGER_NAME 薛之谦]的[SL:SONG_NAME 演员]]
播放玖月奇迹的恭喜呀恭喜	[IN:PLAYMUSIC 播放[SL:SINGER_NAME 玖月奇迹]的[SL:SONG_NAME 恭喜呀恭喜]]
唱歌 宁夏	[IN:PLAYMUSIC 唱歌 [SL:SONG_NAME 宁夏]]
我要听1908公社,枫叶的歌	[IN:PLAYMUSIC 我要听1908公社,[SL:SINGER_NAME 枫叶]的歌]
唱一首大梦想家。	[IN:PLAYMUSIC 唱一首[SL:SONG_NAME 大梦想家]。]
讲米小圈上学记	[IN:PLAYFMSTORY 讲[SL:STORY_NAME 米小圈上学记]]
我说林俊杰的歌	[IN:PLAYMUSIC 我说[SL:SINGER_NAME 林俊杰]的歌]
播放吉他曲	[IN:PLAYMUSIC 播放[SL:SONG_TYPE 吉他曲]]
